epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
122,55295.2,1.24683,0.9477,1.24686,0.67947,0.58293,0.64049,0.32999,1.65332,1.31784,1.57969,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,55746.7,1.23476,0.93388,1.23926,0.67126,0.5855,0.63921,0.32948,1.65557,1.32054,1.58088,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,56195.1,1.23221,0.93057,1.23536,0.677,0.58116,0.63847,0.32901,1.65806,1.32268,1.5821,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,56645,1.2244,0.92045,1.22806,0.67513,0.58343,0.63831,0.32908,1.66021,1.32451,1.58345,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,57082.7,1.21702,0.91608,1.22563,0.67708,0.58144,0.63777,0.32806,1.66228,1.32759,1.58458,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,57533.5,1.21431,0.9094,1.22386,0.68245,0.5804,0.63827,0.3275,1.66467,1.33037,1.58605,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,57972.5,1.20755,0.89456,1.21753,0.68314,0.57768,0.63778,0.32724,1.66692,1.3339,1.58779,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,58415.7,1.19978,0.8959,1.21576,0.683,0.57706,0.63683,0.32672,1.66923,1.33627,1.58939,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,58869,1.20173,0.89091,1.2122,0.6847,0.57736,0.63638,0.32634,1.67104,1.33953,1.59029,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,59315.3,1.19415,0.88575,1.21069,0.68348,0.57829,0.63652,0.32583,1.67322,1.34293,1.59131,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,59772.3,1.18528,0.87751,1.2045,0.6831,0.57743,0.63569,0.32527,1.67496,1.3464,1.59243,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,60216.4,1.18324,0.86947,1.20101,0.68513,0.57649,0.63562,0.3249,1.67696,1.34995,1.59369,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,60659.9,1.17872,0.86513,1.19792,0.68445,0.57642,0.63493,0.32383,1.67906,1.35295,1.59508,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,61097.5,1.17382,0.85868,1.19867,0.6828,0.57571,0.63424,0.32364,1.68193,1.35499,1.59739,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,61541.1,1.16364,0.85292,1.19018,0.68496,0.57463,0.63332,0.32292,1.68416,1.35779,1.5993,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,61990.1,1.1612,0.84211,1.18602,0.6902,0.56716,0.63137,0.32214,1.68691,1.36083,1.60117,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,62438.6,1.15387,0.83972,1.18375,0.68976,0.56755,0.63148,0.3217,1.6895,1.36483,1.60319,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
