epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
46,20026.6,1.54715,1.58634,1.67429,0.64517,0.579,0.62975,0.32642,1.57723,1.39986,1.72505,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,20439.2,1.54812,1.58017,1.66831,0.65056,0.57793,0.63189,0.32725,1.57801,1.39715,1.72449,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,20872.3,1.53866,1.56992,1.6637,0.65018,0.57848,0.63183,0.32773,1.5787,1.394,1.72372,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,21309.7,1.53475,1.55304,1.65897,0.65333,0.57854,0.63211,0.32782,1.57971,1.39265,1.72393,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,21748.1,1.53749,1.55477,1.65754,0.65164,0.57759,0.63284,0.32772,1.58033,1.39057,1.72405,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,22215.1,1.53321,1.54776,1.65359,0.65673,0.57716,0.63412,0.32868,1.57998,1.38773,1.72286,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,22694,1.52965,1.53366,1.6448,0.66021,0.57804,0.63518,0.329,1.57954,1.38447,1.72165,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,23154.4,1.52171,1.52723,1.64093,0.65636,0.57836,0.63509,0.32937,1.57993,1.38233,1.72136,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,23600.8,1.51816,1.51458,1.63491,0.65817,0.57957,0.63517,0.33004,1.58091,1.38003,1.72126,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,24031.6,1.51773,1.517,1.63864,0.65707,0.57915,0.63588,0.33032,1.58113,1.37847,1.72027,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,24472.1,1.51992,1.51482,1.63642,0.65651,0.58065,0.63607,0.33076,1.58128,1.37736,1.72065,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,24911.2,1.51079,1.50094,1.61881,0.66103,0.58194,0.63793,0.3311,1.58194,1.3761,1.72016,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,25331.3,1.51138,1.48712,1.62429,0.6571,0.58517,0.63835,0.33108,1.58161,1.37548,1.71967,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,25759.9,1.50849,1.48789,1.62058,0.65995,0.58516,0.63863,0.33129,1.58252,1.37401,1.71977,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,26200.3,1.50659,1.47437,1.61898,0.66265,0.58583,0.63954,0.33227,1.58278,1.3724,1.71933,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,26631.7,1.5013,1.46293,1.60939,0.65994,0.58635,0.63939,0.33258,1.58378,1.37048,1.71921,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,27072.7,1.49294,1.45429,1.60586,0.66039,0.58608,0.63959,0.33281,1.58415,1.3687,1.71888,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,27503.7,1.49157,1.45506,1.60244,0.66297,0.58329,0.63961,0.3328,1.58448,1.36744,1.71855,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,27928.9,1.48761,1.44958,1.60252,0.66285,0.58552,0.64057,0.33314,1.58512,1.36624,1.71853,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,28390.9,1.48822,1.43639,1.59396,0.66567,0.58286,0.6403,0.33305,1.58561,1.36554,1.71808,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,28834.3,1.48587,1.42995,1.58859,0.66534,0.58257,0.64079,0.33277,1.5861,1.36398,1.71714,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,29279.8,1.48101,1.42593,1.58232,0.66488,0.58381,0.64025,0.33322,1.58641,1.36194,1.7165,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,29714.8,1.47782,1.41556,1.58658,0.66394,0.58584,0.64118,0.33373,1.58673,1.36057,1.71632,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,30131.8,1.47224,1.4042,1.58027,0.66089,0.58762,0.64197,0.33452,1.58696,1.3583,1.71584,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,30566.2,1.46864,1.3879,1.57276,0.6624,0.5879,0.64232,0.33491,1.58762,1.35792,1.71564,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,30983.8,1.4686,1.39107,1.56995,0.66196,0.58833,0.64225,0.33491,1.58784,1.35625,1.71554,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,31416.1,1.46492,1.38684,1.56871,0.6626,0.58685,0.64159,0.33462,1.58806,1.35467,1.71446,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,31845.5,1.45406,1.362,1.556,0.66351,0.58705,0.64211,0.33423,1.58906,1.35303,1.71415,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,32285.2,1.45796,1.36554,1.55776,0.65347,0.58975,0.64207,0.335,1.58984,1.35212,1.71357,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,32715.2,1.44738,1.35347,1.55115,0.65478,0.58951,0.64278,0.335,1.59071,1.35033,1.71332,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,33139.4,1.44667,1.34456,1.55084,0.65873,0.58793,0.64287,0.33502,1.59143,1.34878,1.71308,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,33552.2,1.44949,1.34607,1.54632,0.65842,0.59022,0.64296,0.33491,1.59205,1.34738,1.71251,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,33978.8,1.44044,1.33822,1.5434,0.66042,0.59155,0.64335,0.33503,1.593,1.34624,1.71178,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,34415.2,1.43906,1.33727,1.54476,0.65978,0.59255,0.64316,0.33535,1.59384,1.34529,1.71152,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,34853.1,1.4318,1.31722,1.53447,0.66057,0.5924,0.64322,0.33534,1.59473,1.34339,1.71104,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,35295.7,1.43085,1.31423,1.53091,0.65883,0.59413,0.64347,0.33505,1.59532,1.3427,1.71064,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,35725.1,1.42631,1.30631,1.52401,0.65767,0.59277,0.6432,0.33518,1.59658,1.3429,1.71074,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,36160.9,1.42257,1.3022,1.52322,0.65989,0.59209,0.64316,0.33523,1.59734,1.34131,1.71035,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,36592.9,1.41922,1.29076,1.51789,0.66137,0.59161,0.64359,0.33545,1.59867,1.34097,1.71056,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,37004.7,1.41141,1.28219,1.51314,0.6563,0.59311,0.64345,0.33551,1.59969,1.34113,1.71074,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,37430.8,1.40725,1.2755,1.51431,0.65756,0.59386,0.64373,0.33545,1.60105,1.34059,1.71108,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,37850.9,1.40639,1.26797,1.51114,0.66075,0.59046,0.64379,0.33519,1.60208,1.33944,1.71122,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,38288.3,1.40635,1.26705,1.50989,0.65706,0.59429,0.64338,0.33523,1.60318,1.3396,1.7115,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,38712.9,1.39657,1.25342,1.49785,0.65686,0.59418,0.64363,0.33545,1.60397,1.34043,1.71131,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,39148.9,1.39429,1.24316,1.49433,0.65296,0.59678,0.64405,0.33584,1.60532,1.34041,1.71135,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,39571.6,1.39261,1.23582,1.49031,0.65506,0.59258,0.6443,0.33549,1.60618,1.34053,1.71114,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,40015.6,1.38406,1.23489,1.48743,0.65426,0.59145,0.64344,0.33532,1.60744,1.34077,1.71101,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,40451.4,1.38124,1.2234,1.48065,0.65309,0.59438,0.64397,0.33529,1.60867,1.34159,1.71094,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,40877.6,1.37428,1.2194,1.47195,0.65747,0.59082,0.64458,0.33552,1.61021,1.34177,1.71109,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,41313.9,1.36665,1.20003,1.47055,0.65844,0.58933,0.64455,0.33533,1.61205,1.34172,1.71125,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,41732.5,1.37117,1.19905,1.47144,0.6639,0.58652,0.64441,0.33514,1.61368,1.34234,1.71135,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,42158.1,1.36034,1.18528,1.45994,0.66357,0.58516,0.64451,0.33466,1.61493,1.34307,1.71145,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,42581.8,1.35639,1.18182,1.45815,0.66775,0.58456,0.64341,0.33431,1.61644,1.34318,1.71142,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,43004.7,1.35514,1.18109,1.46336,0.6695,0.57999,0.64279,0.3337,1.61816,1.34391,1.71198,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
